USR_Age,Physical_Act,Sleep_Dur,Stress_LVL,BMI,Work_Load,Social_Freq,Travel_Idx,Total_Active_Min,Session_Freq,Post_Rate,Short_Vid_Cons,Story_Cons,Msg_Outgoing,Follower_Base,Following_Base,Account_Age_Yrs,USR_Gender_Male,USR_Gender_Non-binary,USR_Gender_Prefer not to say,Loc_Type_Suburban,Loc_Type_Urban,Inc_Bracket_Low,Inc_Bracket_Lower-middle,Inc_Bracket_Middle,Inc_Bracket_Upper-middle,Edu_Level_High school,Edu_Level_Master’s,Edu_Level_Other,Edu_Level_PhD,Edu_Level_Some college,Premium_Member,Wellbeing_Score
45.0,3.0,6.9,15,19.5,51.6,2,8,120.0,7,1,129,77,25,3033,2820,2019,True,False,False,True,False,False,False,True,False,True,False,False,False,False,Free,7.0
47.0,6.6,8.3,3,20.3,40.2,3,2,34.0,1,3,64,45,13,1454,1604,2016,True,False,False,False,False,False,True,False,False,True,False,False,False,False,Premium,5.0
61.0,2.1,8.1,24,29.7,67.2,7,2,228.0,11,7,190,126,33,75238,10000,2017,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Business,5.0
59.0,15.2,8.1,37,23.0,37.3,2,3,299.0,17,6,209,133,46,3320,3801,2015,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Free,4.0
65.0,11.9,7.0,21,28.9,35.2,4,4,212.0,8,6,192,115,37,429,1021,2012,True,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,
28.0,8.0,7.6,35,20.4,18.4,3,5,386.0,15,1,300,150,63,650,1543,2017,False,True,False,False,True,True,False,False,False,True,False,False,False,False,Free,1.0
22.0,0.5,7.6,0,26.8,49.9,5,6,141.0,9,4,192,98,20,208,516,2023,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,4.0
20.0,8.7,6.2,5,27.5,28.6,3,3,16.0,1,8,127,39,9,4133,2003,2011,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Free,8.0
59.0,5.7,7.2,21,24.3,51.8,2,1,210.0,7,4,164,118,30,952,522,2019,True,False,False,False,True,True,False,False,False,False,False,False,False,True,Premium,2.0
63.0,1.4,7.2,2,24.3,45.1,4,5,74.0,7,3,85,49,12,745,891,2018,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,2.0
36.0,7.5,8.4,2,23.8,40.7,7,3,5.0,1,4,35,34,13,2605,1243,2014,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Business,7.0
41.0,3.6,6.3,15,29.6,55.8,5,7,218.0,12,2,200,115,29,394,568,2019,True,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,
54.0,8.0,5.2,5,24.1,33.1,7,4,5.0,1,2,35,36,18,14407,10000,2018,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,6.0
28.0,12.3,5.5,29,25.7,54.0,2,5,236.0,8,4,262,138,26,746,922,2014,False,False,False,True,False,False,False,False,True,True,False,False,False,False,Free,7.0
21.0,2.8,5.7,26,25.1,18.5,3,3,292.0,10,10,300,144,36,5211,5814,2018,False,False,False,True,False,False,False,True,False,False,False,False,False,True,Free,1.0
50.0,5.9,6.3,31,25.8,52.1,4,3,334.0,13,8,251,150,43,395,482,2014,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Business,5.0
65.0,7.9,7.0,40,27.5,43.1,7,0,337.0,11,4,229,150,42,22323,10000,2024,True,False,False,True,False,True,False,False,False,True,False,False,False,False,Free,1.0
14.0,14.7,8.3,39,29.3,51.7,4,2,466.0,16,12,300,150,59,1018,1833,2011,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Premium,1.0
60.0,11.9,6.1,29,22.5,47.0,5,2,235.0,25,4,178,134,47,1370,1041,2022,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,1.0
,4.6,8.0,40,29.2,38.2,3,1,393.0,33,12,300,150,53,3193,5650,2010,True,False,False,False,True,False,False,True,False,False,True,False,False,False,Free,7.0
46.0,4.2,7.4,23,20.4,51.2,4,3,188.0,17,1,141,108,27,326,445,2017,False,True,False,False,True,False,False,True,False,False,False,False,False,False,Free,2.0
64.0,13.8,8.8,1,30.3,62.1,3,5,5.0,1,3,47,31,17,900,1383,2021,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,9.0
25.0,7.5,7.1,20,30.9,36.5,6,2,197.0,8,4,260,104,29,882,1443,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,6.0
49.0,2.1,6.4,8,21.0,27.7,3,7,169.0,9,1,121,93,29,636,752,2024,True,False,False,True,False,False,True,False,False,False,False,True,False,False,Business,2.0
42.0,3.7,6.5,39,22.8,29.1,7,3,265.0,10,5,194,145,50,591,948,2024,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Free,7.0
45.0,8.3,6.3,22,20.3,36.8,3,6,247.0,8,9,189,132,33,1303,2130,2017,True,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,
25.0,7.6,6.3,12,28.2,41.7,5,0,273.0,12,5,300,130,25,623,698,2015,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,1.0
36.0,6.0,7.8,19,27.6,46.9,3,5,190.0,6,5,145,128,27,3276,3492,2013,False,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,4.0
25.0,5.6,7.6,1,34.3,39.4,2,0,130.0,4,4,198,93,16,49,25,2012,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Premium,1.0
55.0,7.8,6.3,4,26.1,33.1,1,3,185.0,11,1,139,103,33,916,1467,2021,False,False,False,False,True,False,False,True,False,False,True,False,False,False,Free,1.0
25.0,4.9,8.4,6,33.3,36.6,4,1,81.0,3,4,192,52,21,7797,10000,2018,False,False,False,True,False,False,False,True,False,True,False,False,False,False,Free,10.0
59.0,7.2,7.7,18,20.4,55.8,5,5,180.0,18,3,151,92,32,104,140,2018,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,2.0
56.0,3.3,8.2,5,27.1,43.2,5,1,18.0,1,4,58,30,6,403,320,2021,True,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,3.0
29.0,10.8,5.8,10,25.6,42.0,6,3,142.0,5,2,202,83,19,3328,5423,2010,False,False,False,False,True,False,True,False,False,False,True,False,False,False,Business,6.0
64.0,3.4,7.8,18,20.9,52.1,2,2,218.0,10,6,162,105,32,992,1455,2018,True,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,
33.0,6.4,6.6,1,28.8,44.1,3,7,13.0,1,3,47,25,9,989,1274,2022,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Free,9.0
57.0,16.3,7.1,13,26.9,30.1,1,3,181.0,8,3,130,121,25,2197,4784,2023,True,False,False,False,True,False,False,True,False,False,False,True,False,False,Free,1.0
41.0,5.3,8.5,6,19.7,31.0,7,2,53.0,2,5,74,42,14,1063,2128,2014,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,6.0
22.0,4.1,8.1,6,27.0,45.9,2,3,16.0,1,5,139,31,13,968,1323,2021,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Free,9.0
18.0,4.4,8.8,27,28.5,34.7,2,5,309.0,10,16,300,150,34,4617,7510,2020,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Business,2.0
47.0,3.5,5.9,15,23.0,33.2,2,1,195.0,10,6,134,108,27,744,1135,2010,False,False,False,False,True,True,False,False,False,False,False,False,False,False,Free,6.0
43.0,0.9,7.9,6,22.5,39.0,6,3,5.0,1,5,31,29,10,697,789,2019,False,False,False,False,True,False,False,False,False,False,False,False,False,True,Free,8.0
20.0,7.8,6.0,10,30.0,38.5,6,1,158.0,7,6,201,118,25,5658,2423,2012,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Free,4.0
,8.0,7.9,37,17.3,55.5,2,4,454.0,14,17,300,150,51,5245,7073,2025,True,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,1.0
46.0,18.3,7.4,17,28.4,34.7,7,4,132.0,4,0,135,76,25,2404,3004,2010,False,False,False,True,False,False,False,False,True,False,True,False,False,False,Free,9.0
43.0,14.7,8.4,27,24.1,36.4,2,0,154.0,5,1,139,90,22,704,868,2016,False,False,False,True,False,False,False,True,False,True,False,False,False,False,Free,7.0
43.0,6.7,8.0,25,28.1,52.6,1,3,270.0,16,6,208,113,42,1653,951,2020,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Premium,1.0
58.0,5.1,8.0,16,28.9,25.9,4,2,220.0,12,5,158,112,29,445,723,2024,False,False,False,False,True,False,True,False,False,False,True,False,False,False,Premium,2.0
65.0,14.7,5.3,40,20.9,40.6,3,2,304.0,15,4,221,150,50,624,447,2022,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Free,3.0
37.0,3.9,8.9,24,21.8,37.7,7,5,301.0,13,7,236,150,42,416,369,2018,True,False,False,True,False,False,True,False,False,False,True,False,False,False,Free,5.0
36.0,8.7,6.8,7,15.4,31.4,3,3,37.0,2,3,70,45,10,3853,4244,2023,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,10.0
29.0,7.2,5.8,25,23.2,44.7,5,2,206.0,11,6,234,121,27,2589,2092,2015,True,False,False,True,False,False,False,False,True,False,False,False,False,False,Premium,6.0
34.0,4.3,6.2,40,25.3,48.8,3,1,401.0,16,8,295,150,39,539,311,2015,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Business,6.0
45.0,11.6,6.7,13,31.4,45.9,5,4,102.0,7,3,115,64,14,361,804,2024,True,False,False,False,True,False,False,False,False,True,False,False,False,False,Free,
,9.4,6.5,22,28.9,33.4,4,1,273.0,8,6,288,123,46,564,1386,2015,False,False,False,False,True,False,False,False,False,False,False,True,False,False,Free,3.0
62.0,7.8,7.0,28,21.3,43.5,4,4,284.0,12,15,200,143,41,11641,10000,2016,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,4.0
49.0,10.3,5.8,20,29.6,40.2,6,1,233.0,22,8,176,132,34,1745,4354,2021,True,False,False,True,False,False,True,False,False,False,False,False,False,False,Free,1.0
57.0,8.8,6.9,28,23.6,35.9,7,4,214.0,15,8,181,107,24,502,677,2014,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Business,9.0
14.0,2.6,8.9,26,32.2,59.9,3,3,240.0,7,15,278,134,39,4576,6447,2012,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Free,4.0
17.0,1.4,7.1,29,28.8,42.5,4,2,209.0,11,15,236,119,27,1622,2981,2023,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Free,9.0
17.0,7.7,6.3,2,24.5,52.7,3,5,114.0,4,8,196,86,21,747,1553,2022,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Business,2.0
47.0,4.3,7.2,1,24.0,49.3,3,3,5.0,1,4,43,28,12,483,630,2018,True,False,False,True,False,False,False,False,False,False,True,False,False,False,Free,9.0
39.0,4.4,6.5,12,20.1,35.7,5,2,104.0,9,2,106,75,20,567,1327,2015,False,False,False,False,True,True,False,False,False,False,True,False,False,False,Premium,5.0
20.0,3.3,8.0,24,17.2,37.1,3,3,175.0,7,7,225,85,35,339,585,2014,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,8.0
18.0,2.2,8.1,33,23.6,48.0,5,1,465.0,15,9,300,150,61,203,288,2010,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,2.0
28.0,7.4,7.3,40,23.3,45.1,3,5,353.0,16,8,300,150,40,333,445,2013,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,6.0
44.0,11.7,7.4,11,29.5,37.7,2,4,100.0,4,4,94,66,15,2170,3296,2025,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,5.0
20.0,15.2,5.0,15,21.3,49.4,4,4,294.0,21,12,300,150,40,509,219,2017,False,False,False,False,True,False,False,False,True,False,True,False,False,False,Free,1.0
56.0,6.4,5.9,36,27.3,54.7,3,3,186.0,6,1,130,92,33,308,401,2024,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Premium,7.0
51.0,11.9,6.5,26,26.8,23.9,2,4,300.0,10,8,208,125,35,791,1868,2012,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,1.0
50.0,12.5,7.9,37,24.6,39.8,5,3,259.0,13,9,201,127,27,1245,2402,2016,True,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,5.0
58.0,8.6,6.3,10,23.5,30.4,4,5,87.0,3,2,112,65,13,635,1464,2022,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,6.0
37.0,9.0,6.6,8,23.6,31.3,7,2,47.0,3,3,58,46,13,134,84,2016,True,False,False,False,True,False,True,False,False,False,True,False,False,False,Free,8.0
32.0,6.7,7.0,40,29.1,54.6,3,2,285.0,13,10,230,150,37,1563,1696,2016,False,False,False,False,True,False,False,True,False,False,False,False,False,True,Premium,10.0
57.0,5.2,8.2,26,20.9,53.1,3,3,310.0,9,12,205,144,38,362,759,2015,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,1.0
55.0,17.1,6.7,9,31.0,50.5,3,7,5.0,1,1,43,35,10,468,557,2010,False,False,False,False,True,True,False,False,False,False,False,False,True,False,Free,9.0
48.0,8.8,8.4,3,22.3,41.1,9,2,91.0,3,1,105,79,13,417,197,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,2.0
29.0,1.6,6.4,33,25.1,41.9,2,2,411.0,18,4,300,150,53,520,883,2015,True,False,False,False,False,True,False,False,False,False,True,False,False,False,Free,1.0
14.0,7.6,5.8,14,27.4,35.2,3,3,222.0,6,8,267,115,33,176,294,2019,True,False,False,False,True,False,False,False,False,False,False,False,False,True,Free,3.0
51.0,6.0,6.7,7,26.0,34.6,3,2,5.0,1,1,42,37,9,859,1133,2022,True,False,False,True,False,False,False,True,False,False,True,False,False,False,Premium,8.0
35.0,5.0,6.4,8,28.3,39.2,0,1,113.0,8,5,95,72,21,2287,4136,2020,True,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,5.0
51.0,13.0,7.2,20,24.2,40.8,4,5,250.0,18,8,204,126,35,3051,1423,2011,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Free,1.0
60.0,3.8,5.8,13,25.4,35.2,5,7,5.0,1,4,36,28,14,1879,4052,2024,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Premium,8.0
15.0,10.0,6.9,2,23.2,28.0,0,4,43.0,3,11,135,53,10,2309,3790,2019,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Premium,3.0
52.0,9.9,5.9,34,31.2,40.1,7,2,265.0,14,11,207,143,37,1991,4848,2021,True,False,False,False,True,False,True,False,False,False,True,False,False,False,Free,
51.0,5.3,6.6,4,23.9,36.7,7,3,118.0,5,5,96,82,27,2617,4022,2018,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Free,2.0
15.0,7.5,7.2,18,26.3,10.3,2,3,214.0,14,12,243,93,41,2827,5445,2020,True,False,False,False,False,False,True,False,False,False,True,False,False,False,Business,3.0
36.0,1.2,7.6,29,25.8,56.4,6,1,287.0,11,6,211,147,33,36,20,2013,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Business,3.0
38.0,1.7,7.7,26,23.2,65.9,6,4,259.0,18,8,192,144,42,973,438,2012,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Free,2.0
55.0,18.0,5.6,29,21.4,52.5,8,6,200.0,13,2,135,116,32,2478,5372,2015,False,False,False,True,False,False,True,False,False,False,True,False,False,False,Business,8.0
15.0,19.6,7.0,34,28.3,33.8,6,1,331.0,14,14,300,150,34,4548,9537,2015,False,False,False,True,False,False,False,True,False,False,True,False,False,False,Business,7.0
54.0,9.6,6.0,23,25.2,39.4,4,1,244.0,17,7,203,123,30,380,651,2010,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Business,2.0
30.0,2.6,7.0,18,22.4,38.4,4,5,158.0,13,1,124,88,32,775,1363,2019,True,False,False,True,False,True,False,False,False,False,False,False,False,False,Free,7.0
53.0,14.4,7.3,35,19.9,47.3,6,0,405.0,19,8,262,150,52,2615,6139,2011,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,1.0
26.0,15.4,5.2,35,26.7,48.3,2,5,317.0,13,13,300,150,52,9742,8536,2021,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Premium,10.0
22.0,4.0,5.0,14,21.8,41.4,5,2,133.0,9,12,201,89,19,478,1023,2014,True,False,False,False,True,False,False,True,False,False,False,False,True,False,Premium,3.0
48.0,5.5,6.7,27,17.7,39.4,3,2,206.0,15,4,159,143,37,2928,4964,2014,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,6.0
38.0,3.9,4.8,27,21.0,40.0,4,5,153.0,5,1,135,89,29,829,1649,2010,False,False,False,False,False,False,True,False,False,False,False,False,False,True,Free,9.0
63.0,7.9,7.1,7,15.0,27.4,6,1,5.0,1,3,42,30,14,1597,2248,2015,True,False,False,False,True,False,False,False,True,False,False,False,False,False,Free,8.0
50.0,7.5,7.1,13,26.1,34.0,5,3,71.0,3,0,84,61,18,370,362,2022,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Free,6.0
50.0,4.4,8.4,25,22.6,49.3,4,10,230.0,10,5,160,126,29,335,738,2013,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,2.0
55.0,3.9,5.7,14,23.1,47.3,6,4,113.0,5,4,89,68,11,151,110,2015,True,False,False,True,False,False,False,False,True,True,False,False,False,False,Free,2.0
54.0,0.8,3.7,36,27.5,37.2,4,4,352.0,10,7,252,150,51,1431,587,2024,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Free,4.0
46.0,3.5,6.9,40,27.9,31.6,3,3,318.0,18,4,248,150,38,399,663,2016,True,False,False,True,False,False,False,False,True,False,True,False,False,False,Free,9.0
27.0,8.2,7.3,9,21.6,35.8,2,4,11.0,1,6,134,40,14,476,870,2015,True,False,False,False,True,False,False,False,True,False,False,False,False,True,Free,9.0
38.0,9.4,6.5,24,25.5,20.4,5,1,212.0,7,6,166,107,36,361,446,2025,False,True,False,False,True,False,False,False,True,False,True,False,False,False,Free,6.0
56.0,8.2,6.7,14,19.4,44.7,3,6,134.0,5,3,117,74,25,202,107,2017,True,False,False,True,False,False,False,False,True,False,False,False,False,True,Free,7.0
62.0,6.9,8.2,37,29.2,48.5,3,2,339.0,10,6,221,149,44,740,913,2021,True,False,False,True,False,True,False,False,False,False,True,False,False,False,Free,2.0
27.0,7.2,5.6,19,24.1,68.5,2,2,212.0,8,7,237,120,31,3650,5586,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,6.0
20.0,19.4,6.1,1,31.5,37.4,7,3,5.0,1,4,124,31,10,1278,866,2022,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Free,10.0
13.0,22.1,8.2,36,25.6,32.4,7,3,313.0,12,10,300,141,38,2417,2298,2021,True,False,False,True,False,False,False,True,False,True,False,False,False,False,Free,6.0
30.0,4.6,8.3,25,26.4,41.3,3,5,362.0,11,5,245,150,48,1773,3817,2019,True,False,False,False,False,False,False,True,False,False,True,False,False,False,Free,
20.0,6.3,10.0,22,25.6,51.2,0,5,234.0,28,6,282,106,29,387,304,2012,False,True,False,False,True,True,False,False,False,False,False,False,False,True,Business,8.0
41.0,9.9,9.3,4,31.2,44.4,4,2,61.0,5,3,90,54,12,2237,4082,2010,True,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,10.0
64.0,1.5,5.4,26,28.3,30.7,5,3,138.0,7,7,116,74,24,493,741,2012,False,False,False,False,True,False,False,False,True,True,False,False,False,False,Business,9.0
58.0,4.2,6.5,12,28.9,43.7,6,4,108.0,11,4,111,70,18,123,84,2025,True,False,False,False,False,False,False,False,True,False,False,False,False,False,Free,2.0
24.0,6.7,7.4,33,20.8,41.1,2,3,214.0,7,8,268,114,31,589,910,2010,True,False,False,True,False,False,True,False,False,False,True,False,False,False,Business,9.0
61.0,18.7,7.8,28,26.2,22.7,6,3,177.0,6,1,154,91,26,147,362,2016,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,7.0
41.0,11.7,7.4,26,15.1,31.9,5,3,112.0,6,1,96,64,14,206,344,2016,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,10.0
31.0,7.1,7.7,7,28.2,48.4,7,2,87.0,3,4,77,63,21,170,311,2010,False,False,False,False,True,False,False,False,True,False,False,False,True,False,Free,8.0
60.0,7.3,8.3,8,24.5,26.5,4,2,64.0,6,2,85,49,15,606,1446,2020,True,False,False,True,False,False,True,False,False,False,False,False,False,True,Free,5.0
28.0,5.7,8.1,33,25.6,43.1,3,3,237.0,12,11,227,117,37,761,1321,2015,True,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,10.0
44.0,7.2,6.8,36,24.3,24.2,5,2,225.0,8,1,172,119,32,3814,6213,2021,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Premium,10.0
18.0,5.0,8.3,24,20.2,38.9,6,4,261.0,15,10,281,119,31,703,1192,2025,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,3.0
40.0,16.9,7.9,3,27.4,42.7,6,1,60.0,5,2,81,50,14,970,1082,2013,True,False,False,False,True,False,False,False,False,False,False,False,False,False,Free,2.0
15.0,2.8,6.9,16,22.4,38.0,2,2,96.0,10,8,178,72,16,572,566,2017,False,False,False,False,False,False,True,False,False,True,False,False,False,False,Free,8.0
42.0,12.6,4.6,5,27.0,51.9,4,3,5.0,1,3,41,32,8,3815,4638,2015,False,False,False,False,True,True,False,False,False,False,True,False,False,False,Free,10.0
45.0,6.6,7.1,2,21.1,52.7,6,6,5.0,1,2,37,33,9,11704,10000,2014,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Free,7.0
,8.7,5.7,26,25.4,40.5,3,3,256.0,15,9,280,143,42,378,521,2015,False,False,False,True,False,False,True,False,False,True,False,False,False,False,Free,5.0
35.0,5.8,7.3,28,17.8,40.6,3,1,169.0,5,3,159,90,32,5152,6198,2017,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Business,9.0
51.0,16.6,7.9,28,30.3,53.5,3,6,255.0,12,6,203,148,40,3328,6089,2020,False,False,False,False,True,True,False,False,False,False,False,False,False,True,Free,3.0
58.0,5.2,8.2,15,26.6,38.6,6,3,67.0,2,2,77,50,20,775,708,2015,False,False,False,False,True,False,False,True,False,False,False,False,True,False,Free,8.0
26.0,0.8,7.6,6,23.7,58.5,8,1,52.0,3,2,173,48,18,4630,5341,2015,True,False,False,False,True,False,False,False,True,False,False,False,False,True,Premium,5.0
37.0,1.1,7.0,26,21.8,37.4,4,5,305.0,11,6,212,140,40,1172,2082,2012,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,4.0
49.0,7.7,6.9,17,30.2,41.7,4,5,180.0,17,3,130,110,25,5160,8098,2017,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Free,6.0
14.0,2.6,7.3,7,20.0,23.9,3,5,175.0,5,8,253,119,29,716,381,2023,True,False,False,True,False,False,False,False,True,False,False,False,False,True,Premium,
44.0,6.1,6.3,15,22.1,39.5,7,3,153.0,12,1,130,84,18,14838,10000,2023,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Business,3.0
46.0,5.5,7.7,8,22.2,38.7,0,0,128.0,5,1,135,73,25,505,1038,2012,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,3.0
63.0,6.1,5.7,32,23.4,41.7,3,2,273.0,11,7,210,116,38,762,988,2020,True,False,False,True,False,False,False,True,False,False,False,False,False,False,Premium,4.0
59.0,7.0,6.4,22,28.0,38.2,6,2,198.0,7,4,160,113,33,1356,1442,2015,True,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,5.0
39.0,2.0,8.3,29,24.7,44.7,3,0,149.0,8,6,148,96,22,314,732,2017,True,False,False,False,False,False,False,True,False,True,False,False,False,False,Free,9.0
21.0,7.4,6.9,0,25.2,50.6,4,2,67.0,8,8,157,50,23,237,530,2019,True,False,False,False,True,False,False,True,False,False,True,False,False,False,Free,4.0
27.0,3.1,5.8,11,30.9,35.7,4,3,9.0,1,3,126,28,7,2081,3624,2022,False,False,False,True,False,False,True,False,False,False,False,False,False,False,Free,10.0
65.0,1.5,8.3,28,23.7,47.2,8,2,300.0,11,5,233,150,49,94,170,2012,True,False,False,True,False,False,False,False,False,True,False,False,False,False,Business,2.0
23.0,3.6,7.3,13,32.6,44.3,4,3,118.0,4,7,202,73,24,663,1110,2022,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Premium,8.0
37.0,4.2,6.4,2,21.7,40.7,4,3,41.0,2,4,53,48,8,719,1284,2025,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Premium,10.0
26.0,11.2,6.4,34,21.4,44.7,1,1,353.0,12,15,300,150,51,474,805,2021,True,False,False,False,True,False,True,False,False,False,False,False,False,True,Business,1.0
17.0,13.0,7.6,0,25.9,41.4,4,3,19.0,1,8,132,38,17,2029,3368,2019,True,False,False,False,True,False,False,True,False,False,False,False,False,True,Free,9.0
24.0,10.5,5.1,39,28.4,24.4,7,3,410.0,15,7,300,150,36,1087,1264,2017,False,True,False,False,True,False,True,False,False,False,False,False,False,True,Free,2.0
45.0,3.7,6.8,28,26.7,50.6,3,3,286.0,29,2,213,138,45,463,515,2010,True,False,False,False,True,False,False,False,False,False,True,False,False,False,Business,5.0
25.0,8.7,5.4,26,26.8,36.6,3,2,186.0,5,2,240,102,25,2700,6599,2020,False,False,False,True,False,False,False,True,False,False,False,False,False,False,Free,8.0
51.0,0.7,7.1,18,30.3,44.6,5,3,127.0,4,5,106,84,22,860,1745,2012,True,False,False,False,False,False,False,True,False,False,False,True,False,False,Free,7.0
54.0,10.0,5.8,36,28.2,35.3,3,2,320.0,13,5,228,146,44,3054,5386,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Premium,9.0
61.0,4.9,4.9,31,20.4,37.8,3,2,182.0,8,3,155,93,29,3543,3837,2014,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Free,9.0
27.0,6.2,7.9,9,26.7,35.2,5,0,93.0,8,2,164,70,13,1433,602,2020,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Premium,10.0
20.0,9.4,6.6,26,21.8,45.4,5,3,302.0,16,8,299,150,35,1357,671,2011,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Free,7.0
42.0,2.2,5.3,36,26.6,52.0,6,2,398.0,33,2,276,150,49,1000,1804,2024,True,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,2.0
30.0,6.4,7.4,1,23.8,37.5,7,5,107.0,3,3,103,66,28,490,1023,2024,False,False,False,False,True,False,False,True,False,True,False,False,False,False,Free,1.0
49.0,5.3,7.5,4,26.9,33.9,4,5,5.0,1,3,42,42,9,707,1203,2023,False,False,False,True,False,False,False,False,True,False,False,False,False,True,Free,10.0
33.0,7.3,7.6,32,26.8,42.0,2,2,364.0,21,9,275,150,38,1666,1901,2013,False,False,False,False,True,True,False,False,False,True,False,False,False,False,Free,
52.0,4.8,6.2,7,28.6,50.8,5,2,104.0,3,1,103,68,21,232,248,2011,False,False,False,False,True,False,False,False,True,False,False,False,False,False,Free,1.0
65.0,11.9,6.6,11,25.0,43.8,13,4,17.0,1,0,47,34,14,2058,3850,2015,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Free,6.0
43.0,7.9,6.6,0,22.1,39.6,2,2,47.0,2,2,71,40,14,2422,5078,2014,False,False,False,False,True,False,True,False,False,True,False,False,False,False,Free,1.0
32.0,3.4,6.3,23,26.8,61.8,3,2,177.0,5,2,132,94,27,365,443,2016,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Free,9.0
